symbol,timestamp,open,high,low,close,volume
EWU,2025-10-13 10:30:00,41.87,41.965,41.87,41.965,47477.0
EWU,2025-10-13 10:45:00,41.9686,41.97,41.905,41.9356,132584.0
EWU,2025-10-13 11:00:00,41.935,41.96,41.895,41.9501,169123.0
EWU,2025-10-13 11:15:00,41.95,41.9957,41.95,41.96,121822.0
EWU,2025-10-13 11:30:00,41.965,41.985,41.96,41.9799,715006.0
EWU,2025-10-13 11:45:00,41.98,41.995,41.9501,41.955,145060.0
EWU,2025-10-13 12:00:00,41.96,41.9999,41.9523,41.995,52891.0
EWU,2025-10-13 12:15:00,42.0,42.0072,41.96,41.99,118517.0
EWU,2025-10-13 12:30:00,41.99,42.0,41.965,41.97,51070.0
EWU,2025-10-13 12:45:00,41.97,42.01,41.97,42.005,57426.0
EWU,2025-10-13 13:00:00,42.0099,42.03,41.975,41.98,38633.0
EWU,2025-10-13 13:15:00,41.985,41.995,41.975,41.9899,50068.0
EWU,2025-10-13 13:30:00,41.9899,41.995,41.98,41.98,69752.0
EWU,2025-10-13 13:45:00,41.98,42.0,41.97,41.99,467967.0
EWU,2025-10-13 14:00:00,41.985,42.0299,41.985,42.02,108591.0
EWU,2025-10-13 14:15:00,42.0283,42.045,42.025,42.0365,115425.0
EWU,2025-10-13 14:30:00,42.035,42.05,42.0016,42.01,205881.0
EWU,2025-10-13 14:45:00,42.01,42.03,41.955,41.965,354080.0
EWU,2025-10-13 15:00:00,41.97,41.985,41.96,41.96,73248.0
EWU,2025-10-13 15:15:00,41.965,42.015,41.965,42.005,46084.0
EWU,2025-10-13 15:30:00,42.0,42.02,41.995,42.015,52090.0
EWU,2025-10-13 15:45:00,42.015,42.015,41.98,41.99,112203.0
EWU,2025-10-13 16:00:00,41.99,41.99,41.985,41.99,72497.0
EWU,2025-10-13 18:30:00,41.99,41.99,41.99,41.99,19777.0
EWU,2025-10-13 20:00:00,41.99,41.99,41.99,41.99,19777.0
QQQ,2025-10-10 11:00:00,608.47,608.54,603.43,605.4,7983569.0
QQQ,2025-10-10 11:15:00,605.37,605.8,599.1001,599.565,7195858.0
QQQ,2025-10-10 11:30:00,599.5,600.64,595.93,600.53,7846943.0
QQQ,2025-10-10 11:45:00,600.51,610.29,598.38,599.74,4304896.0
